Job Title,Position_Encoded,min_salary,max_salary,avg_salary,Rating,Location_state_binned,Headquarters_state_binned,works_at_headquarters,Size_cleaned,Company_age,Ownership_Grouped,Industry,Sector,Revenue
Data Analysis,2.0,44.0,78.0,61.0,4.1,Other,Other,Yes,Medium,64.0,Private,Energy,Industrial & Energy,1500000000.0
Machine Learning,2.0,81.0,159.0,120.0,2.6,ny,pa,No,Medium,41.0,Public Service,Colleges & Universities,Healthcare & Education,
Data Science,2.0,,,,3.770932754880694,pa,Other,No,,,Private,Biotech & Pharmaceuticals,Technology,
Data Science,,83.0,166.0,124.5,3.2,Other,ca,No,Large,17.0,Public,Lending,Finance & Consulting,
Data Science,4.0,114.0,182.0,148.0,3.9,ca,ca,Yes,Small,16.0,Private,Financial Analytics & Research,Finance & Consulting,75000000.0
Data Analysis,2.0,42.0,76.0,59.0,4.7,Other,va,No,Small,29.0,Private,Aerospace & Defense,Industrial & Energy,37500000.0
Data Science,4.0,,,,4.0,il,il,No,Medium,28.0,Private,Computer Hardware & Software,Technology,37500000.0
Others,2.0,,,,4.1,ca,ma,No,Medium,17.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,
Data Engineering,2.0,,,,4.5,Other,va,No,Small,26.0,Private,IT Services,Technology,7500000.0
Data Science,6.0,114.0,179.0,146.5,3.7,ma,ma,Yes,Large,173.0,Public,Insurance Carriers,Finance & Consulting,7500000000.0
Machine Learning,2.0,,,,5.0,Other,Other,Yes,Medium,21.0,Private,IT Services,Technology,
Others,2.0,60.0,123.0,91.5,2.9,ma,ma,Yes,Medium,,Public,Biotech & Pharmaceuticals,Healthcare & Education,
Machine Learning,4.0,100.0,166.0,133.0,3.0,il,il,Yes,Medium,10.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Data Science,7.0,108.0,173.0,140.5,4.7,Other,Other,Yes,Small,12.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,3000000.0
Data Engineering,2.0,48.0,93.0,70.5,3.7,Other,Other,No,Medium,,Private,Computer Hardware & Software,Technology,
Data Engineering,2.0,,,,3.8,ca,ca,No,Large,28.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,
Others,7.0,54.0,115.0,84.5,3.3,ny,ny,Yes,Very Large,11.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,
Software Engineering,2.0,60.0,127.0,93.5,4.0,Other,Other,Yes,Small,23.0,Private,Computer Hardware & Software,Technology,7500000.0
Others,4.0,90.0,179.0,134.5,4.4,ma,ma,Yes,Medium,12.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,300000000.0
Data Engineering,2.0,,,,4.2,Other,Other,No,Very Large,,Public Service,Religious Organizations,Other Services,
Data Science,2.0,,,,4.4,ca,ca,No,Small,15.0,Private,Staffing & Outsourcing,Finance & Consulting,37500000.0
Machine Learning,3.0,138.0,224.0,181.0,3.9,ca,ca,Yes,Medium,18.0,Private,Internet,Technology,17500000.0
Others,7.0,54.0,115.0,84.5,3.3,ny,ny,Yes,Very Large,11.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,
Data Engineering,6.0,190.0,220.0,205.0,4.1,ca,ca,Yes,Small,15.0,Private,Internet,Technology,75000000.0
Data Engineering,4.0,,,,4.2,Other,ny,No,Small,11.0,Private,Lending,Finance & Consulting,
Medical/Healthcare,4.0,,,,4.6,ca,ca,Yes,Medium,12.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Data Science,5.0,,,,3.770932754880694,ny,ny,Yes,,,Private,Biotech & Pharmaceuticals,Technology,
Data Analysis,2.0,35.0,62.0,48.5,3.6,ca,ca,Yes,Large,39.0,Private,Gambling,Other Services,300000000.0
Medical/Healthcare,2.0,18.0,25.0,21.5,4.0,Other,Other,No,Large,48.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,75000000.0
Data Science,4.0,,,,4.5,ca,ma,No,Medium,26.0,Private,Video Games,Other Services,
Research,2.0,39.0,66.0,52.5,2.4,il,Other,No,Medium,,Private,Food & Beverage Manufacturing,Industrial & Energy,300000000.0
Machine Learning,4.0,81.0,167.0,124.0,2.6,pa,pa,Yes,Medium,41.0,Public Service,Colleges & Universities,Healthcare & Education,
Data Engineering,2.0,,,,4.1,Other,ny,No,,18.0,Private,IT Services,Technology,7500000.0
Data Analysis,5.0,42.0,86.0,64.0,3.5,ca,ca,Yes,Medium,29.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,
Data Engineering,4.0,69.0,127.0,98.0,3.0,Other,Other,Yes,Very Large,67.0,Private,Gas Stations,Consumer & Retail,10000000000.0
Medical/Healthcare,2.0,21.0,34.0,27.5,3.6,Other,Other,No,Large,90.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,300000000.0
Software Engineering,2.0,40.0,68.0,54.0,3.3,Other,Other,Yes,Medium,61.0,Private,Food & Beverage Manufacturing,Industrial & Energy,
Data Engineering,2.0,,,,4.2,Other,Other,No,Very Large,,Public Service,Religious Organizations,Other Services,
Others,3.0,49.0,113.0,81.0,2.7,Other,Other,Yes,Medium,64.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,37500000.0
Data Engineering,4.0,75.0,140.0,107.5,3.4,il,il,Yes,Large,20.0,Public,Transportation Management,Industrial & Energy,3500000000.0
Data Science,2.0,,,,3.9,Other,va,No,Very Large,114.0,Private,Food & Beverage Manufacturing,Industrial & Energy,10000000000.0
Data Science,2.0,86.0,139.0,112.5,3.8,il,Other,No,Medium,30.0,Private,Logistics & Supply Chain,Industrial & Energy,
Data Science,2.0,66.0,112.0,89.0,3.7,va,Other,No,Very Large,30.0,Public,Aerospace & Defense,Industrial & Energy,10000000000.0
Data Science,4.0,76.0,125.0,100.5,4.8,Other,Other,Yes,Large,100.0,Private,Insurance Carriers,Finance & Consulting,1500000000.0
Data Analysis,2.0,44.0,86.0,65.0,3.8,ny,ny,Yes,Large,23.0,Private,Travel Agencies,Other Services,3500000000.0
Medical/Healthcare,2.0,15.0,25.0,20.0,3.4,Other,Other,No,Very Large,95.0,Public Service,Federal Agencies,Other Services,
Data Science,2.0,53.0,92.0,72.5,4.3,Other,Other,Yes,Medium,26.0,Private,Consulting,Finance & Consulting,
Data Analysis,4.0,44.0,78.0,61.0,4.8,Other,Other,Yes,Medium,15.0,Private,Security Services,Finance & Consulting,300000000.0
Data Analysis,5.0,85.0,134.0,109.5,3.4,Other,Other,Yes,Large,179.0,Public,Consumer Products Manufacturing,Industrial & Energy,3500000000.0
Data Analysis,2.0,,,,4.3,Other,Other,No,Large,40.0,Private,IT Services,Technology,300000000.0
Data Engineering,2.0,59.0,110.0,84.5,3.9,ma,ma,Yes,Small,20.0,Private,Internet,Technology,
Data Science,2.0,64.0,111.0,87.5,3.4,il,il,Yes,Small,33.0,Private,Advertising & Marketing,Finance & Consulting,17500000.0
Data Analysis,2.0,65.0,120.0,92.5,3.1,ca,Other,No,Large,28.0,Public,Video Games,Other Services,10000000000.0
Data Science,1.0,60.0,103.0,81.5,3.2,va,ma,No,Large,67.0,Public Service,Federal Agencies,Other Services,1500000000.0
Data Analysis,2.0,53.0,105.0,79.0,4.3,Other,Other,Yes,Large,44.0,Private,Trucking,Industrial & Energy,
Data Science,6.0,124.0,204.0,164.0,3.6,ma,ma,No,Large,174.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Data Science,4.0,131.0,207.0,169.0,3.9,ca,ca,Yes,Very Large,49.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Science,4.0,110.0,174.0,142.0,3.8,ca,ca,No,Large,29.0,Public,Telecommunications Services,Technology,3500000000.0
Data Analysis,2.0,33.0,62.0,47.5,2.8,ca,ca,No,Medium,,Public Service,Social Assistance,Other Services,75000000.0
Data Science,2.0,,,,4.4,va,va,No,Small,12.0,Private,Aerospace & Defense,Industrial & Energy,17500000.0
Data Science,,,,,4.1,va,va,No,Large,57.0,Public,Research & Development,Finance & Consulting,1500000000.0
Others,2.0,52.0,101.0,76.5,3.7,ma,Other,No,Very Large,,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Analysis,2.0,48.0,90.0,69.0,3.4,ca,ca,Yes,Small,12.0,Private,Enterprise Software & Network Solutions,Technology,
Data Analysis,2.0,34.0,64.0,49.0,4.0,Other,Other,No,Medium,41.0,Private,Computer Hardware & Software,Technology,75000000.0
Data Science,3.0,132.0,211.0,171.5,3.5,ca,ca,Yes,Very Large,55.0,Public,Computer Hardware & Software,Technology,10000000000.0
Data Science,2.0,81.0,133.0,107.0,3.8,Other,Other,Yes,Medium,44.0,Private,Insurance Carriers,Finance & Consulting,
Data Analysis,2.0,42.0,76.0,59.0,3.7,Other,Other,Yes,Medium,29.0,Private,Enterprise Software & Network Solutions,Technology,
Data Science,1.0,,,,4.6,Other,Other,No,Small,23.0,Private,Consulting,Finance & Consulting,
Data Science,2.0,,,,3.5,Other,va,No,Very Large,63.0,Public,Aerospace & Defense,Industrial & Energy,3500000000.0
Data Science,2.0,66.0,111.0,88.5,3.5,ny,va,No,Medium,6.0,Private,IT Services,Technology,37500000.0
Data Engineering,2.0,74.0,140.0,107.0,4.2,Other,Other,No,Very Large,,Public Service,Religious Organizations,Other Services,
Others,2.0,,,,2.4,Other,Other,Yes,Large,,Private,Biotech & Pharmaceuticals,Technology,300000000.0
Data Science,2.0,63.0,110.0,86.5,4.0,ma,ny,No,Very Large,176.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Science,2.0,63.0,105.0,84.0,4.3,Other,Other,No,Small,90.0,Public Service,Logistics & Supply Chain,Industrial & Energy,17500000.0
Data Analysis,2.0,,,,2.5,Other,Other,Yes,Large,47.0,Private,Enterprise Software & Network Solutions,Technology,75000000.0
Others,2.0,,,,3.8,Other,Other,No,,,Private,Staffing & Outsourcing,Finance & Consulting,
Data Analysis,2.0,91.0,138.0,114.5,4.7,ny,Other,No,Medium,33.0,Private,Consulting,Finance & Consulting,75000000.0
Others,4.0,100.0,190.0,145.0,3.5,ma,ma,Yes,Large,15.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,1500000000.0
Data Engineering,2.0,62.0,114.0,88.0,4.4,Other,ca,No,Large,19.0,Public,Internet,Technology,300000000.0
Data Engineering,2.0,71.0,129.0,100.0,4.1,il,il,Yes,Medium,24.0,Private,Internet,Technology,300000000.0
Data Analysis,4.0,43.0,80.0,61.5,2.9,va,va,Yes,Medium,32.0,Public Service,Colleges & Universities,Healthcare & Education,37500000.0
Data Science,2.0,74.0,119.0,96.5,2.5,Other,va,No,Large,26.0,Public,Advertising & Marketing,Finance & Consulting,1500000000.0
Others,2.0,,,,5.0,Other,Other,Yes,,16.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Data Analysis,2.0,55.0,97.0,76.0,4.2,Other,il,No,Medium,33.0,Private,Consulting,Finance & Consulting,
Data Science,2.0,15.0,16.0,15.5,3.9,ny,ny,Yes,Large,59.0,Private,Research & Development,Finance & Consulting,300000000.0
Data Science,4.0,,,,5.0,Other,ca,No,,6.0,Public,Staffing & Outsourcing,Finance & Consulting,
Medical/Healthcare,,,,,5.0,ca,ca,Yes,Small,12.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,
Data Science,2.0,61.0,106.0,83.5,4.3,Other,Other,Yes,,15.0,Private,Advertising & Marketing,Finance & Consulting,
Data Science,2.0,91.0,149.0,120.0,2.7,Other,Other,Yes,Small,74.0,Public Service,Investment Banking & Asset Management,Finance & Consulting,75000000.0
Data Analysis,2.0,,,,4.3,Other,Other,Yes,Medium,32.0,Private,Computer Hardware & Software,Technology,300000000.0
Data Science,2.0,127.0,199.0,163.0,3.9,ca,ca,Yes,Very Large,49.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Science,2.0,,,,4.5,Other,Other,No,Medium,32.0,Private,Staffing & Outsourcing,Finance & Consulting,300000000.0
Data Science,2.0,,,,4.2,Other,il,No,Medium,17.0,Private,IT Services,Technology,
Data Analysis,6.0,74.0,126.0,100.0,3.4,Other,Other,Yes,Medium,86.0,Public Service,Insurance Carriers,Finance & Consulting,
Research,2.0,33.0,72.0,52.5,3.8,Other,Other,Yes,Large,108.0,Public Service,Social Assistance,Other Services,
Medical/Healthcare,2.0,17.0,24.0,20.5,3.6,pa,pa,No,Large,8.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,
Data Analysis,1.0,37.0,63.0,50.0,3.3,Other,Other,Yes,Medium,142.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,
Data Engineering,2.0,67.0,119.0,93.0,3.4,Other,va,No,Medium,19.0,Private,Consulting,Finance & Consulting,75000000.0
Data Science,2.0,72.0,117.0,94.5,3.0,Other,Other,No,Large,138.0,Private,Insurance Agencies & Brokerages,Finance & Consulting,3500000000.0
Data Science,4.0,116.0,185.0,150.5,4.0,ca,ca,No,Large,43.0,Public,Computer Hardware & Software,Technology,3500000000.0
Data Science,2.0,78.0,126.0,102.0,3.7,Other,va,No,Large,21.0,Public,Insurance Carriers,Finance & Consulting,7500000000.0
Others,2.0,42.0,82.0,62.0,4.4,ma,ma,Yes,Medium,12.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,300000000.0
Data Analysis,5.0,59.0,116.0,87.5,4.3,Other,Other,No,Medium,58.0,Private,Advertising & Marketing,Finance & Consulting,
Data Science,2.0,,,,5.0,ny,ny,Yes,Small,9.0,Private,Computer Hardware & Software,Technology,
Data Science,2.0,63.0,105.0,84.0,4.0,Other,ny,No,Very Large,176.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Science,2.0,109.0,177.0,143.0,4.0,va,va,No,Medium,13.0,Private,Enterprise Software & Network Solutions,Technology,300000000.0
Data Science,4.0,116.0,194.0,155.0,3.2,pa,pa,No,,,Private,Staffing & Outsourcing,Finance & Consulting,7500000.0
Data Engineering,2.0,48.0,95.0,71.5,4.2,Other,Other,Yes,Small,19.0,Public,Advertising & Marketing,Finance & Consulting,37500000.0
Data Science,2.0,83.0,133.0,108.0,3.9,ca,ca,No,Small,25.0,Private,Insurance Carriers,Finance & Consulting,17500000.0
Data Analysis,2.0,,,,4.3,Other,Other,No,Large,40.0,Private,IT Services,Technology,300000000.0
Others,4.0,105.0,198.0,151.5,3.7,ca,Other,No,Very Large,,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Analysis,2.0,31.0,72.0,51.5,3.6,ca,ca,Yes,Small,19.0,Private,"Department, Clothing, & Shoe Stores",Consumer & Retail,300000000.0
Others,7.0,98.0,182.0,140.0,3.7,ma,Other,No,Very Large,,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Analysis,4.0,55.0,100.0,77.5,2.8,Other,Other,Yes,Medium,11.0,Private,IT Services,Technology,
Data Analysis,2.0,45.0,82.0,63.5,4.2,Other,Other,Yes,Medium,21.0,Private,Investment Banking & Asset Management,Finance & Consulting,75000000.0
Data Science,2.0,,,,5.0,ca,Other,No,Small,9.0,Private,IT Services,Technology,37500000.0
Data Science,2.0,83.0,135.0,109.0,4.0,ca,ca,No,,,Private,IT Services,Technology,500000.0
Data Science,2.0,,,,4.6,ca,ca,Yes,Small,13.0,Private,Internet,Technology,
Data Science,2.0,70.0,122.0,96.0,3.5,Other,va,No,Large,175.0,Public,Aerospace & Defense,Industrial & Energy,
Data Science,7.0,200.0,250.0,225.0,3.770932754880694,ca,ca,No,Small,8.0,Private,IT Services,Technology,7500000.0
Data Engineering,2.0,70.0,132.0,101.0,3.2,ca,ca,No,Large,17.0,Public,Lending,Finance & Consulting,
Data Science,4.0,73.0,124.0,98.5,3.3,Other,ma,No,Large,43.0,Private,Insurance Carriers,Finance & Consulting,17500000.0
Data Engineering,2.0,54.0,101.0,77.5,3.9,Other,Other,Yes,Large,77.0,Private,Industrial Manufacturing,Industrial & Energy,1500000000.0
Others,4.0,117.0,206.0,161.5,3.7,ma,Other,No,Very Large,,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Engineering,2.0,,,,3.6,ma,ma,No,Medium,135.0,Public,Banks & Credit Unions,Finance & Consulting,75000000.0
Medical/Healthcare,2.0,21.0,34.0,27.5,3.6,Other,Other,Yes,Large,90.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,300000000.0
Data Engineering,2.0,,,,3.7,ma,ma,Yes,,11.0,Private,Computer Hardware & Software,Technology,
Data Science,4.0,111.0,183.0,147.0,3.4,ny,Other,No,Large,77.0,Public,Insurance Carriers,Finance & Consulting,1500000000.0
Data Analysis,2.0,,,,3.6,Other,Other,Yes,Medium,29.0,Private,Computer Hardware & Software,Technology,300000000.0
Data Science,2.0,68.0,112.0,90.0,3.5,ca,Other,No,Very Large,28.0,Public,IT Services,Technology,
Data Analysis,2.0,42.0,74.0,58.0,4.3,ny,Other,No,Medium,123.0,Public,Banks & Credit Unions,Finance & Consulting,7500000000.0
Data Analysis,2.0,,,,4.7,Other,Other,Yes,Medium,26.0,Private,Banks & Credit Unions,Finance & Consulting,
Data Analysis,2.0,44.0,78.0,61.0,4.1,Other,Other,Yes,Medium,64.0,Private,Energy,Industrial & Energy,1500000000.0
Data Science,2.0,,,,3.770932754880694,pa,Other,No,,,Private,Biotech & Pharmaceuticals,Technology,
Machine Learning,2.0,81.0,159.0,120.0,2.6,pa,pa,Yes,Medium,41.0,Public Service,Colleges & Universities,Healthcare & Education,
Data Science,2.0,95.0,161.0,128.0,3.6,ny,ny,Yes,Large,,Public,Auctions & Galleries,Consumer & Retail,
Data Science,2.0,75.0,124.0,99.5,3.5,Other,ca,No,Large,73.0,Private,Banks & Credit Unions,Finance & Consulting,300000000.0
Data Science,2.0,72.0,120.0,96.0,3.6,Other,Other,Yes,Large,28.0,Private,Real Estate,Other Services,
Data Science,2.0,76.0,126.0,101.0,2.3,Other,Other,Yes,Medium,22.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,300000000.0
Data Science,4.0,114.0,182.0,148.0,3.9,ca,ca,Yes,Small,16.0,Private,Financial Analytics & Research,Finance & Consulting,75000000.0
Data Science,4.0,108.0,176.0,142.0,4.0,va,va,No,Medium,13.0,Private,Enterprise Software & Network Solutions,Technology,300000000.0
Data Science,4.0,130.0,208.0,169.0,4.1,ca,ca,Yes,,18.0,Private,K-12 Education,Healthcare & Education,
Data Science,,83.0,166.0,124.5,3.2,Other,ca,No,Large,17.0,Public,Lending,Finance & Consulting,
Data Analysis,2.0,42.0,76.0,59.0,4.7,Other,va,No,Small,29.0,Private,Aerospace & Defense,Industrial & Energy,37500000.0
Data Analysis,2.0,37.0,68.0,52.5,4.2,ca,ma,No,Small,38.0,Private,Consulting,Finance & Consulting,17500000.0
Data Engineering,2.0,52.0,99.0,75.5,4.6,Other,va,No,Medium,43.0,Private,IT Services,Technology,75000000.0
Data Science,4.0,105.0,173.0,139.0,3.7,ny,Other,No,Very Large,162.0,Public,Insurance Agencies & Brokerages,Finance & Consulting,10000000000.0
Data Science,4.0,,,,4.0,il,il,No,Medium,28.0,Private,Computer Hardware & Software,Technology,37500000.0
Data Analysis,2.0,,,,3.770932754880694,ca,ca,No,,,Private,Utilities,Industrial & Energy,
Data Engineering,2.0,,,,4.5,Other,va,No,Small,26.0,Private,IT Services,Technology,7500000.0
Data Engineering,2.0,71.0,134.0,102.5,3.7,ma,Other,No,Very Large,,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Others,2.0,,,,4.1,ca,ma,No,Medium,17.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,
Others,3.0,39.0,82.0,60.5,4.4,Other,Other,No,Medium,96.0,Private,Architectural & Engineering Services,Finance & Consulting,37500000.0
Machine Learning,2.0,,,,5.0,Other,Other,Yes,Medium,21.0,Private,IT Services,Technology,
Data Science,6.0,114.0,179.0,146.5,3.7,ma,ma,Yes,Large,173.0,Public,Insurance Carriers,Finance & Consulting,7500000000.0
Others,1.0,88.0,162.0,125.0,3.9,ca,ca,Yes,Very Large,49.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Analysis,4.0,60.0,102.0,81.0,3.6,ma,ma,Yes,Large,174.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Machine Learning,4.0,100.0,166.0,133.0,3.0,il,il,Yes,Medium,10.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Data Analysis,2.0,55.0,99.0,77.0,3.4,Other,va,No,Very Large,29.0,Private,IT Services,Technology,10000000000.0
Data Engineering,2.0,67.0,117.0,92.0,4.1,va,va,Yes,Large,57.0,Public,Research & Development,Finance & Consulting,1500000000.0
Data Science,4.0,92.0,150.0,121.0,3.8,ma,Other,No,Very Large,29.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Analysis,2.0,,,,5.0,ma,ma,Yes,,20.0,Private,Consulting,Finance & Consulting,3000000.0
Data Science,2.0,,,,3.6,ca,Other,No,Large,,Private,Staffing & Outsourcing,Finance & Consulting,
Data Engineering,7.0,116.0,209.0,162.5,4.0,ca,ca,No,Large,43.0,Public,Computer Hardware & Software,Technology,3500000000.0
Research,2.0,38.0,82.0,60.0,3.9,Other,Other,Yes,Large,78.0,Public Service,Research & Development,Finance & Consulting,
Others,6.0,85.0,90.0,87.5,3.770932754880694,ca,ca,Yes,Medium,,Public Service,Biotech & Pharmaceuticals,Technology,
Data Science,2.0,,,,4.2,va,ca,No,Medium,26.0,Private,Staffing & Outsourcing,Finance & Consulting,300000000.0
Data Engineering,2.0,62.0,119.0,90.5,4.4,Other,ca,No,,10.0,Private,Enterprise Software & Network Solutions,Technology,
Data Science,2.0,86.0,143.0,114.5,3.8,ma,Other,No,Very Large,29.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Science,2.0,93.0,149.0,121.0,3.8,ca,ca,Yes,Large,29.0,Public,Telecommunications Services,Technology,3500000000.0
Data Science,4.0,84.0,136.0,110.0,2.2,Other,Other,No,Medium,32.0,Private,Advertising & Marketing,Finance & Consulting,75000000.0
Others,2.0,60.0,123.0,91.5,2.9,ma,ma,Yes,Medium,,Public,Biotech & Pharmaceuticals,Healthcare & Education,
Data Analysis,2.0,52.0,89.0,70.5,4.1,va,va,No,Large,57.0,Public,Research & Development,Finance & Consulting,1500000000.0
Data Analysis,2.0,,,,4.3,Other,Other,Yes,Large,161.0,Private,Construction,Industrial & Energy,3500000000.0
Data Engineering,2.0,48.0,93.0,70.5,3.7,Other,Other,No,Medium,,Private,Computer Hardware & Software,Technology,
Data Science,2.0,56.0,97.0,76.5,3.8,Other,ny,No,Large,60.0,Public Service,Energy,Industrial & Energy,
Data Engineering,2.0,65.0,119.0,92.0,3.6,ma,ma,Yes,Large,174.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Data Engineering,2.0,,,,4.0,Other,Other,No,Medium,27.0,Public,Video Games,Other Services,
Data Science,7.0,108.0,173.0,140.5,4.7,Other,Other,Yes,Small,12.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,3000000.0
Data Science,2.0,63.0,101.0,82.0,3.5,va,ca,No,Large,56.0,Private,Computer Hardware & Software,Technology,1500000000.0
Others,7.0,54.0,115.0,84.5,3.3,ny,ny,Yes,Very Large,11.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,
Data Engineering,2.0,,,,3.8,ca,ca,No,Large,28.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,
Others,4.0,90.0,179.0,134.5,4.4,ma,ma,Yes,Medium,12.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,300000000.0
Data Science,2.0,,,,3.6,ca,Other,No,Large,9.0,Public Service,Federal Agencies,Other Services,
Data Science,2.0,127.0,202.0,164.5,3.3,ca,ca,Yes,Medium,17.0,Private,Advertising & Marketing,Finance & Consulting,
Data Analysis,2.0,31.0,57.0,44.0,3.4,Other,Other,Yes,Medium,34.0,Public,Telecommunications Manufacturing,Technology,75000000.0
Software Engineering,2.0,60.0,127.0,93.5,4.0,Other,Other,Yes,Small,23.0,Private,Computer Hardware & Software,Technology,7500000.0
Data Engineering,2.0,75.0,143.0,109.0,4.4,va,ca,No,,10.0,Private,Enterprise Software & Network Solutions,Technology,
Data Engineering,3.0,105.0,194.0,149.5,3.8,Other,ca,No,Medium,15.0,Private,Computer Hardware & Software,Technology,
Data Engineering,1.0,45.0,86.0,65.5,3.5,Other,Other,Yes,Large,18.0,Private,Research & Development,Finance & Consulting,
Data Engineering,2.0,,,,4.2,Other,Other,No,Very Large,,Public Service,Religious Organizations,Other Services,
Data Science,4.0,95.0,154.0,124.5,3.5,Other,Other,Yes,Large,8.0,Public,Insurance Carriers,Finance & Consulting,
Data Analysis,2.0,,,,4.4,ca,ca,No,Small,15.0,Private,Staffing & Outsourcing,Finance & Consulting,37500000.0
Others,2.0,,,,3.770932754880694,ma,Other,No,,,Private,Biotech & Pharmaceuticals,Technology,
Data Engineering,3.0,80.0,148.0,114.0,2.9,ca,ny,No,Small,27.0,Private,Advertising & Marketing,Finance & Consulting,
Data Analysis,2.0,36.0,62.0,49.0,3.9,pa,pa,Yes,Medium,88.0,Public Service,Banks & Credit Unions,Finance & Consulting,
Data Science,2.0,,,,4.4,ca,ca,No,Small,15.0,Private,Staffing & Outsourcing,Finance & Consulting,37500000.0
Others,7.0,54.0,115.0,84.5,3.3,ny,ny,Yes,Very Large,11.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,
Data Analysis,2.0,50.0,92.0,71.0,3.7,va,va,Yes,Medium,36.0,Private,IT Services,Technology,300000000.0
Machine Learning,,67.0,135.0,101.0,3.6,ma,ma,No,Large,174.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Data Science,2.0,82.0,132.0,107.0,3.5,ca,ca,Yes,Large,56.0,Private,Computer Hardware & Software,Technology,1500000000.0
Data Science,2.0,85.0,140.0,112.5,4.7,ma,ma,Yes,Medium,51.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Machine Learning,3.0,138.0,224.0,181.0,3.9,ca,ca,Yes,Medium,18.0,Private,Internet,Technology,17500000.0
Data Analysis,2.0,42.0,80.0,61.0,3.7,il,il,Yes,Very Large,97.0,Public,Computer Hardware & Software,Technology,7500000000.0
Data Engineering,6.0,190.0,220.0,205.0,4.1,ca,ca,Yes,Small,15.0,Private,Internet,Technology,75000000.0
Others,2.0,68.0,139.0,103.5,3.1,Other,Other,No,Large,150.0,Private,Consumer Products Manufacturing,Industrial & Energy,10000000000.0
Data Engineering,4.0,,,,4.2,Other,ny,No,Small,11.0,Private,Lending,Finance & Consulting,
Data Analysis,5.0,34.0,92.0,63.0,3.6,ma,ma,Yes,Large,174.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Data Analysis,2.0,54.0,71.0,62.5,3.0,Other,Other,No,Very Large,44.0,Public,IT Services,Technology,10000000000.0
Data Engineering,2.0,65.0,124.0,94.5,3.5,ca,ca,Yes,Medium,12.0,Private,Health Care Services & Hospitals,Healthcare & Education,
Medical/Healthcare,4.0,,,,4.6,ca,ca,Yes,Medium,12.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Data Analysis,5.0,,,,3.3,Other,Other,No,Small,44.0,Private,Staffing & Outsourcing,Finance & Consulting,7500000.0
Data Science,5.0,,,,3.770932754880694,ny,ny,Yes,,,Private,Biotech & Pharmaceuticals,Technology,
Data Analysis,2.0,35.0,62.0,48.5,3.6,ca,ca,Yes,Large,39.0,Private,Gambling,Other Services,300000000.0
Others,4.0,109.0,200.0,154.5,3.5,ma,ma,Yes,Large,15.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,1500000000.0
Medical/Healthcare,2.0,18.0,25.0,21.5,4.0,Other,Other,No,Large,48.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,75000000.0
